% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x            NUMERIC
@ATTRIBUTE y            NUMERIC
@ATTRIBUTE fixed_value  NUMERIC
@ATTRIBUTE output       NUMERIC

@DATA
29.650000000001835,29.650000000001835,-1,8.47200688399763
92.0700000000102,92.0700000000102,-1,10.546568610794267
49.779999999998665,49.779999999998665,-1,7.923856712860596
52.6199999999981,52.6199999999981,-1,9.210041928994809
15.769999999999708,15.769999999999708,-1,5.424531742680579
53.80999999999786,53.80999999999786,-1,8.97636442351492
40.29000000000055,40.29000000000055,-1,8.388509718932383
36.24000000000136,36.24000000000136,-1,8.826854232883184
77.44000000000271,77.44000000000271,-1,10.3437244648091
97.08000000001276,97.08000000001276,-1,10.431144538066745
14.399999999999737,14.399999999999737,-1,6.075579027699856
97.63000000001304,97.63000000001304,-1,10.665149980685491
37.95000000000102,37.95000000000102,-1,6.965710260580146
60.289999999996574,60.289999999996574,-1,9.197879764194385
84.79000000000647,84.79000000000647,-1,9.26580839311169
50.21999999999858,50.21999999999858,-1,9.116961021167608
31.79000000000217,31.79000000000217,-1,7.311850150836003
41.81000000000025,41.81000000000025,-1,8.473867664906145
82.87000000000549,82.87000000000549,-1,10.335853770082027
13.729999999999752,13.729999999999752,-1,5.093421465020367
34.34000000000174,34.34000000000174,-1,6.812128279053502
32.62000000000208,32.62000000000208,-1,8.258353552075231
50.629999999998496,50.629999999998496,-1,9.35353868927902
99.79000000001415,99.79000000001415,-1,9.591221265694344
21.63000000000058,21.63000000000058,-1,7.662678258723287
54.349999999997756,54.349999999997756,-1,7.684042134037613
12.029999999999788,12.029999999999788,-1,6.5153717514552465
17.809999999999985,17.809999999999985,-1,6.791415865487728
96.08000000001225,96.08000000001225,-1,10.41041816000274
6.849999999999898,6.849999999999898,-1,5.519951734849431
86.0300000000071,86.0300000000071,-1,10.412349654344204
42.5600000000001,42.5600000000001,-1,7.245639882110374
82.45000000000528,82.45000000000528,-1,10.517530196939052
48.68999999999888,48.68999999999888,-1,8.769098787357475
31.46000000000212,31.46000000000212,-1,8.538470019942295
77.33000000000266,77.33000000000266,-1,8.57931250882298
88.89000000000857,88.89000000000857,-1,9.97575972959144
42.0800000000002,42.0800000000002,-1,8.755501967701122
99.29000000001389,99.29000000001389,-1,10.197289128957735
70.24999999999903,70.24999999999903,-1,10.197265744840271
75.29000000000161,75.29000000000161,-1,9.643180871409927
43.07,43.07,-1,9.024638942015885
92.30000000001031,92.30000000001031,-1,9.742061794552082
98.7200000000136,98.7200000000136,-1,9.28910731054982
3.179999999999976,3.179999999999976,-1,3.2751606236428
26.690000000001373,26.690000000001373,-1,7.557380033748309
3.2999999999999736,3.2999999999999736,-1,2.3356533101733055
91.95000000001014,91.95000000001014,-1,8.735637781955992
9.649999999999839,9.649999999999839,-1,6.22142436908942
32.77000000000205,32.77000000000205,-1,6.868660460558967
15.339999999999717,15.339999999999717,-1,5.190797091400853
95.25000000001182,95.25000000001182,-1,10.80615660125801
60.24999999999658,60.24999999999658,-1,9.89014853300519
92.0800000000102,92.0800000000102,-1,10.325293492665907
77.46000000000272,77.46000000000272,-1,10.343210786719
72.59000000000023,72.59000000000023,-1,8.955589639787311
96.1900000000123,96.1900000000123,-1,9.51780894965349
5.34999999999993,5.34999999999993,-1,3.1037817669868915
21.520000000000564,21.520000000000564,-1,6.226033620114804
36.58000000000129,36.58000000000129,-1,7.310423061691537
41.230000000000366,41.230000000000366,-1,8.943938171292777
1.2400000000000009,1.2400000000000009,-1,0.23868542464853604
57.33999999999716,57.33999999999716,-1,7.839152400391753
29.080000000001746,29.080000000001746,-1,8.011437413162488
93.86000000001111,93.86000000001111,-1,10.727460975748865
22.71000000000075,22.71000000000075,-1,6.611395121243921
26.080000000001277,26.080000000001277,-1,7.791330057781342
54.38999999999775,54.38999999999775,-1,8.379706390298653
33.390000000001926,33.390000000001926,-1,7.409178223995074
22.33000000000069,22.33000000000069,-1,6.0843907051497705
96.9700000000127,96.9700000000127,-1,9.033558973787203
88.34000000000829,88.34000000000829,-1,8.704081533152252
58.49999999999693,58.49999999999693,-1,8.828279492673156
54.009999999997824,54.009999999997824,-1,8.983759968976598
65.50999999999661,65.50999999999661,-1,8.746321039530264
4.089999999999957,4.089999999999957,-1,3.262913606042592
50.1199999999986,50.1199999999986,-1,7.930987541525253
27.410000000001485,27.410000000001485,-1,7.6365941725283015
87.770000000008,87.770000000008,-1,8.834333285165831
25.610000000001204,25.610000000001204,-1,7.502572172597698
33.06000000000199,33.06000000000199,-1,8.637987439891761
37.44000000000112,37.44000000000112,-1,8.891861746433996
55.89999999999745,55.89999999999745,-1,8.737076775644406
66.77999999999726,66.77999999999726,-1,8.509984381106237
