% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x            NUMERIC
@ATTRIBUTE y            NUMERIC
@ATTRIBUTE fixed_value  NUMERIC
@ATTRIBUTE output       NUMERIC

@DATA
42.63658650225366,26.632758279003372,-1,8.753046460642132
90.90317563433818,50.963998725921634,-1,9.189478744560718
100,100,-1,9.90448745237909
62.21853067085783,25.800127794881615,-1,8.9822705936987
48.183098461083226,58.754821906048086,-1,8.157198156379572
78.59606031444248,31.027959881813818,-1,8.760328831935844
1,1,-1,-0.2657770941031935
51.616197415492245,41.08847960759101,-1,8.870844896080152
84.59776330097976,76.03748589108994,-1,9.39947613117528
28.901946595570678,75.82461621156517,-1,8.729651620018382
