% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x       NUMERIC
@ATTRIBUTE y       NUMERIC
@ATTRIBUTE output  NUMERIC

@DATA
40.77986539904181,68.17298551895486,8.160514008796987
32.301536584912895,22.138941544404915,7.266741868379262
72.01509018779268,1.233398907216035,7.590826923947436
82.45040964261015,53.306251709119486,10.17350337609638
10.680649838265271,12.771485583689838,6.144793507895952
65.2772770647192,87.49172856613389,10.039400970794105
28.718291589360383,97.87300349056642,8.705518069711315
10.917888217307194,85.53987285013648,8.380110428892735
40.27292155575954,9.05319626005518,8.107641647208165
28.196670498506947,45.844840296973516,7.871684621793997
79.44181158737956,86.27463046008637,10.496542804993432
14.208634866052357,52.56568731300569,8.266085848998582
65.42754057682399,35.358248445360545,9.384509964477378
87.31451973534803,28.562571706419693,8.589242202250007
2.838858427013923,5.025664093850829,4.505575260397706
68.41868024101308,56.27721787360765,9.524416973910107
94.7037528628296,93.90544117375694,9.667472319954166
91.07526656310515,5.15844866476678,9.42961058615981
75.16434751569545,70.4311569418911,8.3703287072625
65.88082460279823,71.52340759910793,9.71941292873592
90.36830491131374,64.37397877952918,8.580360988653297
37.87247703425334,54.254949589450234,9.142996196737815
21.576566265391648,59.1254249648192,7.614994312132235
1.880811122858801,15.95129421253479,6.087194789701427
34.00743041495677,79.17269273365248,9.145454446147882
72.13144285438241,34.48734103264118,7.92343719358248
62.43327272333861,5.079092001114719,9.263213415996434
17.222194021882018,98.20949294240523,9.847397245373067
29.663554509950828,40.08440631584077,8.726816593503772
55.29994536067883,30.04729314427632,8.274885329137742
48.328402245951075,24.730902280223766,7.199980909061829
5.77737986654115,18.77909805511401,5.325298483798271
52.781972938309714,8.015425525340401,7.553712792427311
40.91374549806426,33.523550291533205,7.509986658468011
42.057439288172795,10.840633485631407,8.492233303968415
90.95709788528127,47.926460462592345,8.291518514093287
84.24398493013949,97.64671630725664,10.701474509848119
35.02150777211901,48.42956539604662,8.809613908909713
70.25993382391123,43.2269970308588,9.775458555283139
30.88840850571624,73.7403481306429,9.117204149109105
89.54557804324287,92.0491955987294,8.720069388164282
63.04746263387986,38.181563286525986,9.597559533277346
97.48149162648971,64.24897323254686,10.067287611246464
7.517633050452796,9.382287342891003,4.3555021860314875
75.23708760652552,7.05445949805064,9.628348933830106
1.7772495277939306,39.98698722638924,6.728403601800768
52.3813691414316,45.405884274058906,7.929110132165964
49.373261638288106,58.903981497334165,7.941236890155613
68.25095416984037,42.880769277234826,9.77846166914567
37.46481417710816,98.85744675182966,10.214742320615349
26.83073700917937,77.93291529634244,9.647054736133963
43.69088143857237,36.493517818944355,8.358896101949593
7.321936945439039,86.49431548590219,8.29037051631146
70.49841082643178,90.39806004655179,9.532238487142928
45.709567475999904,68.01517571484375,8.514033561001037
12.772118368831716,40.39740655862903,6.728601311402827
21.515965368291205,5.168041361175534,5.434233006982418
94.84817377437568,22.37354247807036,10.158004446407011
15.489094490992564,20.59903431223628,6.812339229685497
38.42516446711546,55.09273496919626,9.127493758973147
15.982102478816214,98.88029900958989,8.68136890824048
98.31593184398292,15.691799691516955,8.686566811149806
41.18478143362694,68.31301882789022,8.300037824129788
87.88800170720842,50.04518656620768,9.597325429242971
91.7876206032217,32.9235711732493,8.78935088006287
