% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x            NUMERIC
@ATTRIBUTE y            NUMERIC
@ATTRIBUTE fixed_value  NUMERIC
@ATTRIBUTE output       NUMERIC

@DATA
84.59776330097976,76.03748589108994,-1,9.39947613117528
42.63658650225366,26.632758279003372,-1,8.753046460642132
51.616197415492245,41.08847960759101,-1,8.870844896080152
78.59606031444248,31.027959881813818,-1,8.760328831935844
48.183098461083226,58.754821906048086,-1,8.157198156379572
90.90317563433818,50.963998725921634,-1,9.189478744560718
28.901946595570678,75.82461621156517,-1,8.729651620018382
62.21853067085783,25.800127794881615,-1,8.9822705936987
91.06487934085577,98.29576212772766,-1,10.687870839801278
81.21150636366237,90.31442909351868,-1,9.953942475413678
31.70460936261393,73.25334307775273,-1,8.613403219963695
89.98499050883136,68.71440925962868,-1,9.006312505690294
47.742128829818625,10.969419598768214,-1,6.796632098321045
43.98301170992458,61.47781037093636,-1,8.144233538746853
91.38809427055192,96.69403040930513,-1,9.417032136705716
48.22396787871899,86.66568284939237,-1,9.87863625496146
26.78873872880398,80.69775487428922,-1,8.54095313289396
55.32123107972334,2.3901283162378766,-1,7.194968220007685
72.25076395399145,40.483530680202605,-1,9.832877018211345
82.65965273767507,67.14716692195323,-1,10.289918094358473
1.1131391121283996,49.86420878006714,-1,7.414270910588648
86.8926747737853,25.147176811826064,-1,9.22248261617731
33.19523191199162,87.17665197875681,-1,8.923339482899204
19.915642058736662,57.18356332144651,-1,7.732455555461119
24.6229769329068,96.78648477872419,-1,9.869297330155536
80.51476745870714,45.348987572121466,-1,8.600607378494791
8.964136036701007,32.68540586258203,-1,6.147436875431103
51.286123609536816,93.35054859846377,-1,9.757718378957238
11.796726747179264,55.57545736296457,-1,7.980123213063389
70.94957957682207,55.196650221513956,-1,7.997259914439901
81.63221946584227,54.48807709006207,-1,10.022707997075214
96.4200160514063,60.715377168176914,-1,10.061793884536664
59.1740893533682,45.0539136012761,-1,7.89454672934937
60.03239929672752,39.10521345129339,-1,9.397863177586299
57.98945040232396,29.742620737873043,-1,8.039368608217561
19.74974152688126,19.486223297299954,-1,5.646250158997487
61.66454480699206,66.00927950997325,-1,9.903360413324862
