% 1. Title: sin ln Function Dataset
%
% 2. Sources:
%      (a) Creators: Michael Camarata, Ariesh Grover, Miguel Lima, Jaden Martinez
%      (b) Donar: N/A
%      (c) Date: April, 2023
@RELATION math

@ATTRIBUTE x       NUMERIC
@ATTRIBUTE y       NUMERIC
@ATTRIBUTE output  NUMERIC

@DATA
30.80509206413554,44.170796147372364,8.13681622649953
22.304928217894265,68.26796146027979,8.39198297297913
91.92802467436515,91.68345355533158,8.960734496446097
13.319928481168972,19.663541607763637,5.728515557296772
92.22042105189777,66.89497637977547,10.071353290232695
26.74556465578502,7.839439599905987,5.655375491356774
89.30241060064016,85.52366370325242,9.557881233079033
87.29713104278693,57.179761837455835,9.382592421999545
62.43939712679774,83.75436290153912,10.2432518915242
64.40191675266692,21.24329720209561,8.515802970877758
10.233914570888599,84.1690304389859,9.756022378598859
15.80548297177792,4.8255155116585,6.161215452342196
83.10672530173802,68.66634016289046,9.148851467836003
20.264504612550855,97.09849941218064,10.09158245152554
83.17852699025975,12.849851792527225,8.28909824025001
14.102083823429902,31.71946056495387,7.018905894187271
63.78643494167614,93.71545190278886,9.048860523195629
37.833959115026246,17.877695597120216,8.358273993296105
12.488567699512924,60.944912851914864,8.610036925230707
55.69984393733716,44.82664255548777,8.539255318998308
90.32811891980263,57.40708564052757,8.571348568070174
7.043201482743121,47.245991527277916,8.710933020346173
39.736343515934216,26.75319216770659,6.823277375604516
82.44927239884895,97.44351134768931,10.698260513458946
83.93594726340719,5.935842663761521,7.8787601218246035
59.12039546955069,34.19177733855456,7.84307254195325
60.79376139337563,1.0068471245738828,7.216901328617718
68.2553722951969,54.87930573624569,9.930369709125703
10.071577400210485,79.99556691277931,9.557596309131805
2.4581993876387527,95.00520589331526,10.075256220641213
23.086684265006628,45.36539733772097,8.261593533344568
39.4755820403133,66.10400379331658,9.379863102586352
55.1757805434919,29.478069156809998,7.590955917157907
91.83360115314389,65.24441529332113,10.319945144929365
62.90131709808959,61.57781139660036,8.91124177559725
71.3150889401112,78.71972820272421,8.873107031287287
4.852108217505247,33.26844654153113,8.02743651544128
29.817976578694424,13.356260748182605,7.554514396978574
98.26357816561448,36.37938705202136,10.210997149252966
77.44638608066285,71.19159738444677,10.305432872674638
90.53546466997439,47.55139996852226,8.355624816700425
73.29757905896925,70.66061207038649,9.320220138924372
82.70106656869294,42.522900934441424,9.026019804233515
46.337466161071234,8.82830513459249,6.743011912846674
42.098603744895215,55.307644411493946,8.523441406838103
83.90739098064512,13.92165343236421,8.606841187291165
8.9445834675367,70.23295761931807,7.533826773516369
70.45010058291979,45.19010650537714,9.854398755785837
22.658582348213876,81.89490999886942,9.848109586487379
83.94865789132606,52.93281997209621,8.195896391249265
27.832757984074163,70.8279784159779,9.521978704285013
71.32464763273981,67.70374483054124,8.476093663443118
2.3071720949628567,68.44678688481922,8.227752846905814
60.61487824751678,8.325692531786725,8.800332579897402
76.96748586555601,79.07618071097117,8.555271029064638
72.98836771602863,7.047404689788412,8.42260236490887
64.47848563365284,70.32232687456295,9.740343165709767
75.10010223856106,83.06137432480196,9.431955255557384
21.116983394473902,80.14328403558862,8.324823311002115
90.10970718668521,87.60566473269024,9.36592009710016
87.63364144627842,99.79919147752634,10.649215566441555
43.18698239904192,7.157053112686753,7.342407024379255
22.948685725204466,80.53116036047402,7.856155231472728
70.07201000743669,21.138053891720922,9.34202396652764
52.614009781097906,7.165679214132975,8.534427919093092
14.348923077977517,76.45449896424863,7.70852477235268
74.16259548458422,54.887630267496654,8.127876113430174
33.94230076396628,92.30272336667834,8.205807067061613
16.187864322211,69.39145302944776,8.16236302376178
78.52873247481502,85.6769393315121,8.725166447783717
16.662654352911076,17.033452949590536,7.2499122190359495
49.4393913358206,30.843232419903998,9.078580704180771
52.65721997135312,24.31467179282837,9.091331736642978
15.10694499697362,54.75600581131121,7.8594241235408
7.930425791905053,8.125197261911975,3.9656243002894405
8.991587580374604,59.86311572073879,7.947906870185088
36.02534162240483,32.30347325263775,8.479797207286895
82.97826456198598,33.98037859162074,8.367930099965955
10.061653462379073,83.55059862934908,9.798518383300612
60.05200733982922,70.2329893844968,10.050271828992186
17.4018223143359,7.324744602020568,6.114187108519437
32.387637928049635,24.968608355094645,7.058202633892057
28.245870788438225,49.77288326147416,9.086236438054955
33.10815949488824,12.419624598011186,6.815936756300672
4.2642690737884,98.14867430932283,10.075597906382846
70.15968620855932,16.847898123429566,7.614659697957972
48.700881204533054,61.403429772704186,8.692600512376153
10.03037942919236,99.32893380288336,10.023570706566648
19.203003531319947,82.32525425766575,8.970023780732639
7.235443151858758,91.78487794238004,9.942853987693958
67.66694248885601,59.43749094563481,9.861274975640448
53.41794808073376,12.604071543234195,8.59671197559383
87.5792273359465,4.123002334121166,8.850442955450742
96.34073935207566,97.87860333370594,8.88661596065531
88.60960529177854,90.89594585879956,9.985782923278254
100,100,9.90448745237909
68.19367197158029,13.89222059995134,8.33864492623519
1,1,-0.2657770941031935
19.84750580832754,2.60469363940829,6.349750392839311
72.09321931947484,48.44413173829819,9.13579215803301
